id,name,symbol,dedust,stonfi
EQAAmZa2cgsDfSh45TWjOwNffnj4bsRCx-Ib4bRZPJRigjKb,,,True,False
EQA7-H-y61ZdiyqR05E8vrQWNdVOBILwTZw6v7i0W5qk9Z-a,,,True,True
EQAEKjc4ddRYQMCSDqbKOF1CFh2Alh2lzNKkHCjYoAuMzSd4,,,True,False
EQARmDybfEvyI_r3JW7zZAV-VTz8pWvseuIWpjYqQA44ui9r,FlokiTon,FLOKIT,True,True
EQBbvu9VShp7obqBANhlJ57A0QLkPXMoBPtWLT5yTvUdXiIn,,,True,False
EQAE2cZW-cvEYxkg07ZFlOljLd5f76ptHUZu8XWIWEDlpQFG,,,True,False
EQDvX_DmV5s-mVGJObGC9TS2eOOy9lwbB_bgrTN2-3rkooYP,,,True,False
EQADEZ5QFNoyz3dIptKrFTnrCcP2zi5v4a2jXIiBPBuJv9DP,,,True,False
EQCIL7MfcuL0nmYOLHedpKIbq_b4_T0pQmdq-K3aKApDpBoX,,,True,False
EQA1goeH_x0QEXrTBS8dt667pzOUJhPOX4P8cTvQMtix6jjJ,,,True,False
EQAty7cyLIjF7U-K0VgG_gcksTAKtILkbJCNjPYlZ85cCZAA,SAUD,SAU,True,True
EQAUsLxfmXt6I7-ZWTLDdWs2OCl14d1jFxMvZdVx6I0g-0xu,,,True,True
EQBTM0UQXBhCNr_uEQ7QBS740vRaq6zg-QJCEr9sZYCxCCn2,,,True,True
EQCBFkR-0DHAGZ-Wu__n6l-BeRPnfzcdZTF95EmeYfitOlh0,,,True,False
EQCHYXAN40HRZbWBnfcXDlGlCNXYr5MXAjG-iPdZbE1qr9os,,,True,True
EQA8yJ7QqvM6E5JimlhPqo6t1fa1uebT1FBdAvIBwU-1s_qO,,,True,False
EQDEhHCI-bIXbDxTIPYLOjvd6-HFkfoaMgc-BeR_VgfS5dni,,,True,False
EQADJNMCLQ3PWQrCJ6aJsji9_SOLDXBcCTXNXTaeLQjcNnv4,,,True,False
EQD7XWvnf7Heu70Z0gFPqI5tsYM4JPSjrywaekh_N_L0Kv8D,,,True,True
EQBfMs0MfyD7Gcc3GDWV93lKvWKnx3hTL_oGJ2RDQWH-Hk3N,,,True,False
EQBRY0lpU1aierpcQYNzPFpyRy0T-VyCqyhu8KYJ1A2S_xAH,,,True,False
EQBXjDhQfb8MXqbDI_opLuAtVrEVz2VX2_bDdfUQ7PW9NxW8,,,True,False
EQC7zN5LNI-eqp7iASgH3ZKd-l4DeFdU82nJlINu06gfS-CZ,,,True,True
EQBuMgAlnqwMx04PuR3r5JJRIxgfeJjt1xbboCRkqNusvbmX,,,True,True
EQA53y3d3UC4SWF7gtUBoJqMpY9TCzv5r3jIVQfJS6UlJXuE,,,True,True
EQAm50-rQgsti3HMYeolenYSE8YqyX-1oN97B2lcHSmdkVfl,,,True,True
EQCv5q8xvNanwZ4p0M8REzRFq6sPmtQp22UQcrFe_YonPJda,,,True,True
EQB4hlWjYpFOW2MefVm5izpLMgIeSEaToJ4Q9EFMosFDIQfP,,,True,False
EQAcKyzFZOHS6dVY3717yG20KBrAkXtBuAY0OWSQPFqHP8nE,,,True,False
EQCmIt3aHpOproklrsHLYupTIAk5bLUiB2YpRxjvrs4DIAvt,,,True,False
EQDGZiHA8cKBapjpY3CosmD9XO-ils_Fty9iccLO5uDLz4dg,,,True,True
EQDJ2ypgX753EIRyTiOF2hZfhIRe_WgHjYsTNyx4SS3kXszs,,,True,False
EQDgyXtVBaUTYrNIYEyVTOIUCWItOPlj5eViJH7URrFI8DDR,BANANA,BANANA,True,True
EQBt_7sKtALAAcKe_ntoIMhKVx1SN0_HNszfAgGE_M1-qQve,,,True,False
EQA80kevE_WJqN0ZklcUVNKpzkbnqSKUpdqlcjiRVdg5c04A,,,True,False
EQBYI2qcdnhFd7lT35daHNyHu3zg-oH4JKP0V-YKNaGC4kWi,,,True,False
EQAE3bmE2vy64S-HEAs4NHFRMS8rY74xF7eXoTyFKOvJPzRP,,,True,False
EQB-OFsTLDWKQ0pU8GCnGc-Zx6UD1v5dIU3DV2fjEWygtf1X,,,True,False
EQByKTuHIAK2FWWc7EsWveMoJzMtEm5z3CBGVD10e12pC8Op,,,True,False
EQAcV5hPz6Gxw6Lwehinlv4d0X96nsiBqJ3LfCCGuiV12fs5,,,True,False
EQDxxadFZO3MbzOJnS5QscGoElSYfgmUjI5qwBNbAZtKqQXq,,,True,False
EQCZ3sTI2CoJrKaDn3gEk2Eap879y-ceTaqPoy-5Ai9MVxlz,,,True,False
EQDbHMI_Cdesp-4YlMWOOJKMAwkYybaCVeh9988K4I0fYwZu,,,True,False
EQCZMJ7cIPoNlCpgfhqMFCI5HroZWN5PVVronsshsIHTSEXs,,,True,False
EQBfFnOOWk6W8yfZy8XVTGNrYY29bFbEsFXjP8GHcXNpv1rJ,,,True,True
EQCGOF4c6KlXFmUhf7nykvrL6welwu3fLdOjJq38e_Yvi-aM,,,True,False
EQCGkcm24DqbiHd4wRer0ASe402oj561EeKYVyV-gZu9U7ys,,,True,False
EQD7n-3OdpNDKPTOohci4gazya2lpzY5ah7K3O-V-OD-mEt-,,,True,False
EQA3X3JDLKEYv7WLUymrGI0p7idh3PsaneJcn16iLI4OXyjF,,,True,False
EQBPRBqGZMFQ4kxTDaAIx41pL7gbG2i0odhUyEYWrJoqDLRP,,,True,True
EQANn2CkNqWnSL-SkRzgseDmk06096ArAdpWaqYJfGXYYa6I,,,True,False
EQBuhVTEMe0t8YPu_tyPIIU_PNgdp4PHebYRI0JNoehp2SIR,,,True,True
EQAhAO3LUAMIa1BjzAj5zcf8VXeHGEcYYEVsPPFVo-hnMfgC,,,True,False
EQCxxdLkrROb4bIwflmw-Kvi9He8AUg8-g7ZT5kwrKGNOnuR,,,True,False
EQDtJrO9C7xV5_uPI9n9K58KVJ1jOKBQpOPCSwn5UTi0u5h9,,,True,False
EQBu8rCuwWc8GXy5shdJTNsWPmIqEfpMMEtNAz1-klYpmN4M,,,True,False
EQB48mZUM6ldvU-BBJzlPZntEUOs3AOxbnnu6NxatIkDVGMR,,,True,False
EQDpNLtbbzk4HFJdXo3T0fWs5Dx2nh5eeFVEB2aonvpbQvZW,,,True,False
EQCgMyKu5ASuZitTw1oDKHP2nWVxS8m4d28t541rvZxENALA,,,True,False
EQAoj3PqByNhP4D5Mu1KbPLgtP3Vgw5S30ac_3PfFidL8A2W,,,True,False
EQAfaPH1Rq3qrSbkDPSIdP7VtiqgZZjzQZaDhFNRlN5qrTMR,,,True,False
EQAc8WUosxI3Vk2C2o8TQOewX6qQvp3Esl6V4WYya23Jy-On,,,True,False
EQDYGkOWGBAkRmVF7pGebmb0pPjGMz0dG99e4Xb-ikvpmN5D,,,True,False
EQAJpLw3lv2sMvh-EeE8j3Mep2ZN7_tGmnHhlRW7FVIVSuXi,,,True,True
EQCDvwO-T2cm7gxyDyY3HE074SeWxa9_qbA4Meec7rr3I3g_,,,True,False
EQAKls39tKs9HeBJyCWMXIiOT0_HEX22L6Kavp_Muxgh8xFw,,,True,True
EQCbV2F4-FoNWIXBfn8yvdTetgI_j_Qq-LWSHszyf5iBLdaW,,,True,False
EQAalvh-Erx8-sLLl10o3Me73CtYyYrWBTimwZCQMwbFHtL6,,,True,False
EQCLd1P_mPBwVuBLT0YUsUdJgN39mi8wv8jTix30hQ6Q9VGH,,,True,False
EQBgMFaCPFO7NxBcuesqiwGh4YLB45IvtybC8uWXacz8HXqx,,,True,False
EQDoJ_vCXnvxdhh8bmQxcyoplVsR5-ss81VKeLT9pNLVPXZ0,,,True,False
EQCBm8h24uv8shxObq5eiQj_j7wQUzyr__YPSe2F6I4XbGSa,,,True,False
EQDo8BtSuFNMQorELbpVTgprrYRWLl4U9kzOqwE78FXqt-g6,,,True,False
EQA3PXu2udZ9bYHomqylRdwL_VaiqUKWZVdtu9vs90q0bTl_,,,True,True
EQBQROtuuc62jy33d7ovko0jj5Nf9Gy4yf5R-qkVvLGAZjVu,,,True,False
EQANe5ubkN-27q7BvwbZS1JmYEMWMIBKSAfS6Ze0V2-uNgC8,,,True,False
EQBT5NbWLFgSZGpm0B4367OMXOhsLDkqZxstQT3fEuQB0bFh,,,True,False
EQDtlrpx4eoy8RNN8pI0qKMVboGKzHrjPJTtib3sQxR7q1rZ,,,True,True
EQAJUEnFxOiGvVLcRUpvafFfO6R3Bzl6ljxvuxyjkvgp2qLJ,,,True,False
EQDHR1hQqI8y0gWypkT2tBzi0vtqNZ7MhVI1WeUTGiyDcGcT,,,True,False
EQDiTDVZq6McbxmxpOPQC0HL7SLqDpGGTPWz0oOaeCAUV2H7,,,True,True
EQAzRMAb4LnrTenEJ5f95XJl7smmkHR97avTvs_p692q3QRX,,,True,True
EQB1qmIdWBlbToJQQ3KMAi0SCgtqMYCFJkp2g-PyhPDh9ptX,,,True,False
EQAO9MKrTtoyJWDsUjBE9Wg1ummc3jxb3u9IV0aJG92aMbOv,,,True,False
EQCXIHAWDAJEJhMiNVqeUvp3I6O7y_P2sD80zEsJXeUi56mb,Mumba,MUMBA,True,False
EQBpcAGfThXebb89UAQmt97y10yf1cS6aejKbOfC8-nHgxNf,,,True,False
EQB7_xV8IXaUkciOVhmBFYvmCbdOpwlr266b5TJCyPRgofon,,,True,False
EQAvEUOIVdR2M8cmmj79uzGHlJsdxZLgoVwHBSD7rl-r47d8,,,True,False
EQAEfUNvB01k3khyyMJeQu6Y609TOPtm_-Mn0-12NJb4SXwR,Infinity,INFT,True,False
EQCnfI24TH9sXM24oJWr_p3i5q48TWv9PqCxwPBQpCc9Hgmw,,,True,True
EQDNBR86T4ZxTQj_joMkEFLFfiYeZw6qikFxMLTCEz46NAEq,,,True,False
EQDpTRsNZM0Gc-BYXxYqvrr-ftVs1TrhClkCSSRjfI3OV7uB,,,True,True
EQBQQwpSdkvjf_Y3y3uspyvPo35goIf70kubi8PC3ECCYHm-,,,True,True
EQBINiBBbolFyeewDtUxr9rkk83G2LCDt4xNmvtDcyMyghjw,,,True,False
EQDRBqKHk2dywcCfNuD78x18clbdG2uzDAewpzfSj2e0AThc,,,True,False
EQCrbNBXhJDCkEhWykVhReEcV53UF92VEHY4gF3INpECvTmx,,,True,False
EQDMGSlypV0e8E3R3VpgFBZT0Wf2tas1YmUPdePuWKtZpKVz,,,True,False
EQBiEWHcoLHI8tyEJ_SfB3DnSELV-x3XaT3NZcZWnRmk5C6I,,,True,False
EQA-8a3aNANvi5ksGkfb14hgO625I8OU-G0SbcJJlpykgK63,,,True,True
EQB6lpHkoWp_294T7VFNDMpHvztE1F4TexG_yT4aJQXC5gw6,,,True,False
EQDo1krnHHxz4AYALcKeLCIpupwGQSwycj1iIteQlBrrRi_m,,,True,False
EQDU1KB9FqFw39xyjCbFTu2HzqY9mwGi0nhyR0LSJSqZJRNs,,,True,False
EQDDR4SHmnDO2TgHx1j6XaykpGjSjBso8Vexfg2F0Hnyzodm,,,True,False
EQA-MvJpVL_rifZ3-bEdYvtPchi0CREvw2BHHlR99PF3bE5R,,,True,False
EQDwNKw454rgT9h23skxGBConFQICwib9vDVwERNSKvu_wvg,,,True,False
EQCOb25qQOG_kToKiPxfvg0fL8mEuPh4bT-3sT4zIp6d00LT,,,True,False
EQBrDqO7vpUg4ds4ejMohxoD86pzd2Ay4XauVf2A9VLM6xOx,,,True,False
EQBB9glBtOuIhm-o4ActjUbPfd0u9PJvbiDWYLuOibEAFrJI,,,True,True
EQAZB3y0vUk8UyjZUzr7UmtP2Vszb7DpFy-Fkina9D7DkJKi,,,True,False
EQCplu1mlOOVv9U7iyhNjwyQgdDF3YredlBS9JpcuxB0Kzet,,,True,False
EQCXgSLUwahlFo367zQmZqff7kqCgUIAmEgJnJftGL-fFJNi,,,True,False
EQC2rvG4vDzJe9q-B62pmJ7cS8_59QVS_eqFp00MlxkJWIU0,,,True,False
EQBewO3dNICypnHH1YnYumhgGdOnINYtdWZh3d0oe4d1nTZ1,,,True,False
EQB2mz04hIRM8n6DGO5oWe9E-gYGZjHJoIRaYPteI_scE59x,,,True,False
EQC095xJ8u6oiKV7nPgleTbt32dGIE8E-V0qRKyOIUpD5aLI,,,True,False
EQAEqdpMHK1jl2wF63WasiTQ429Sn0tsipDS5bzQKu3Tp2Bh,,,True,False
EQCo0f4YwmoQamf8STKHf8hpaYwkdV_OuELdsh1zRnuYGmPG,,,True,True
EQBi7dKJZNefTaaRn_7G2M2xT0MiUmOSeyFFWbnMbT1Vfifb,,,True,False
EQBphWh-gEIuKJgxVB9pOi9iC6KnTH6ztuNolriR9BODaRko,,,True,False
EQCPpYg1yUATfSCp0upNLge1-XU0WGAHfYJ4tFMV6ODkIAYb,,,True,False
EQDFjFM8FMit1w_vBX3UqqsR7RkRM1CHMDM6KyawiJWhTrC9,,,True,False
EQB3WoAp-v18oftdgFNsI_7kA0DnMv8vxCq7CtzOQlImYKUZ,,,True,True
EQB-8iOqYRyF8P5JHaP5S9c6-birJh74Egast-_H84Tkd--r,,,True,False
EQA6XJUqRCv9_tnnvvizKXn7gVo26oaIKDNPZdYK07Aq15J5,,,True,False
EQDEONRlX-XWlwwctiCU_f6lOGlrmNRKwe6xbALZmWWQMlWb,,,True,True
EQCIQKCnkpoX05jx3uch3QfkicVycCWN4kAXGLYivaFk_oBV,,,True,True
EQA-dvY_cFWkp381CSH9tgngs2x_V-XOfYUKFwaukrKmU4nk,,,True,True
EQC5Q5LrHMJduq5UfiuQjebs1QGKDvB1nLcXYcviG795s9Au,,,True,False
EQDa1mkC-z7U190Mj6sCsxg6inMNAk4jl24F-cXANXzfkM7T,,,True,False
EQC4ExHpcIMaRQJkoqZREDpNDO5aVeWklTeAwbe2HujTgE70,,,True,False
EQAe6ch3leDb0Z9e-P4dgz7pEyMEbql2pIZZ8RQWBCE6fD0y,,,True,True
EQBKtCxTJ93__o3QicGfSleEzXRggRfUgcGSuAwjeyaRrE-J,,,True,False
EQAViXAskpTe9C6t3pUXEvPiS-g3r8KEtGObI8Z-lvKjtQB4,,,True,True
EQCNL8YkLGEi1R18QZY2MoFCkoCW7X68Lqc4DfWIcdXA2Hg0,,,True,False
EQAWP9weD0a5SzJTs_rWDm7da0o24UxdSrp1KG5a9SLd--CK,,,True,False
EQD7yjbEUc9DH_HiEvRCEWiMNWg-2D6U9K0MwL4YVKogXXoT,,,True,False
EQBk2cbECumRDFZfKfUGbMuX_8hg-G_CVYd7RTXviGZTxzKh,,,True,True
EQAMIFsmCTdyKgmQUoRffgNpfVpJmGEESimKyS4BegDxvnT5,,,True,True
EQDkh7e2nP4tFMhzMkqUDGbfrbSeEoVJklNUPVL5m0z6n0EJ,,,True,False
EQD1nKJzZRT586sOKbmGeiaUHTLgs1L-Se2rPQ9ckGKT6gEV,,,True,False
EQA43kQt8gQ9EkBowWeD-tV2pUL0LV7Ak2GvZWxHsB5oGpfo,,,True,False
EQB4vmNVYZRn4TjhUssHoPpcgpceENPnvD8xr542MO-mEfja,,,True,False
EQAPDqonYdlVHMqUbZCpDycJGe6Qr7_HnpWxGvuGLnJllin5,,,True,False
EQB4YLh1J54Dxkly1flwzPl2KNgHy--EIwuDe6W_XatElioS,,,True,False
EQBwe75npOnPIv3rGRNu0dDjafSGtxqQ-qB24O_G5ScJZ2t8,,,True,False
EQBIpUsIjEsVXzk_aoQPu9Iy81Qdbu7WJo0BMU64hN-COc4_,,,True,True
EQDHltlzExV6Gkl62--iiObnUf54jkmnxRRhv6aZlSSyPLn7,,,True,False
EQCnhewfpFblzaE-pQpXxHSRgNz7R_YrF1YoAS8HFpwfH6XI,Roosty,ROOSTY,True,False
EQB0QnbJ6GX4HUNuttJhFqEXKtQMrjRPrYCTaN7AicIw5NMh,,,True,False
EQBKysuFQXqcRGrLkaOUY6kDRXriNuX-UZV2T_svPunx3KK5,,,True,False
EQDxUkmAV_6CfWlkglKE8M3ssgFNY4EMs3risTvJGh8D1mAf,,,True,False
EQDushB6WfDJRixP9XfLCW93zf48FW4-Iba9pSk6vLNPIHnd,,,True,False
EQCe3FW56qupWehxa8gy3XnumkHSTnvI-JSVmNhtJfhD7phj,,,True,False
EQAKRsVjFbBai4Yh7sk5MHzGP3Anmw4bOqvEMTf7-WrZDY4x,,,True,False
EQAcnyrg4dTeX91E9eCaa_tAVXvQc-PGPcC0OVMy5ySIWKHM,,,True,False
EQD99akhs8bnUPZKUeJnE1tgjyzSwl3VCvrJW6-MpSp1hPee,,,True,False
EQCoP_AdEviYdb1JAMTQZaV793aV3MJUtXjBUuS9nWEgxTR1,,,True,False
EQCGiYhJsHtPmbygQRa8x5iivFWca4nDTkHfDpQ3N9BamtZR,,,True,False
EQAXO0drJyX2rIvuaXKJuGnUFGb5LeKqlV5d8nM1txL7Fz24,,,True,False
EQDHznbR1w1RvglSHAqc_kfdu0Nqhmfq5Z_t-jmL-f8Q4F1c,,,True,True
EQBdMv2lI194ABxVhKAL035DMaklFDL3PEhvHHE3xyiegjvN,,,True,False
EQCB7zuTo9GnLMlQLkI_RhyeXYfHtCX5uvc0y2vzhQNnKwRm,,,True,False
EQDFrjp0rEw2DgEypcFhPDwo19joXX9mD5Hybn4xBlRsoMBW,,,True,False
EQA_rDxe3c3FnLKP496-ilVVIyAlK2n1mXDd6Yj0pb4Yu9uM,,,True,False
EQC8gPknph2sc7NqcVcX7MqE4VJHUv88sVSPPRRNq_KV8zha,,,True,False
EQBYKnSczTTO81lvmNRnVYmQ5Ll-k8ifhL8xcZKKrbPCn3dw,,,True,False
EQC9-9H5e7snrs0pW32CMXS5DkQvHTDMDVShCzdOOufUMK3L,,,True,False
EQA1-o-HMvYuEZ0Ph8aIlkzV99PXVH0csForv1s7b1WD7Qsx,,,True,False
EQDNX0-Pz_e_HL-l4r78X8XSKTaGEKLFxqLUK3MGozk-why0,,,True,False
EQCgFdelaIf82lVLkEWoYtgYG_h7fOe4rEqXzcs1NfUneLY-,,,True,False
EQBqeaGzRt6fB56A8T9W4M4M__40d6ncTQx_I6XXC1jCx-Os,,,True,False
EQB9pXkxxFpXnMBC5tCydLM8xLCH46G2zq6xpZr4d4DFy5-Y,,,True,False
EQC5G-lLo57gMJ1DRHas07a6jQi7Sb6j7FlplMLJfMwfDbGj,,,True,False
EQClwYXiBwK1pubu6RpNtYaSFttfpNSOa4iVIjEOJgoOvFtO,,,True,False
EQAmR-LM7bYoHdodAhtwWSDyFLPbYq4VSIF2Z9uz_OLmSUKT,,,True,False
EQAykNVDP9BZWLKWZe_e8gFSp8vHUrE8pekhhuiQKCb6nn0q,,,True,False
EQBjXhbhQrxKnt9DqI_EW1bdQYfI6FxBgaFZD_x_UUylyoYQ,,,True,False
EQBKqO0jDau0aYomi3h43qRjdccfTyWNdtHTzW7HXsPYWjf6,,,True,True
EQBDWbYwTnEgSc6ETE9tuDAdepAE-pZ39f4LyHfclXkDBpTn,,,True,False
EQBuBst0IrKIi0oU2fs6yMuKXwQw1hLdGJW_WLLvjLF1P7Az,,,True,False
EQB4L-nEhX57GmYgrDEkToCEI3ZziypFra9MwNyOZy_Gnc-b,,,True,False
EQAI-a2lNNQ2TA571Plde6ZK_6_p_csQz2ZqrJKev73Wo7CL,,,True,False
EQD2tnPEqcmnSA0tgzwbEU7jRUmN7jKht6hUn9f-Q3f--jj4,,,True,False
EQDJJzYLHpWlStTA9I41RfeehN0hNT-sCO3UuLCbmBclWLq5,,,True,False
EQBAr6UJvw7KPo1LjNdDdwIiqKIlDbuaG_TgeXhHhFf4uXOg,,,True,False
EQA_Cm47UVD3vvVFTSGa265WYFNyQNBbv8KmVPRyVVSXgRPu,,,True,False
EQAohhqK2Hb3Sv_HLTS6P3vEOLSJxVOTulfs_8QhSP2dJG8o,,,True,False
EQBqgenxyM5trX2Tzp6PiP2bOl5IdJMPXP8HafWdEeUaaqt1,,,True,False
EQAJggpoGEnu-_9Fw-Eupeyc4VY390LjkPIX3s8IOkjDNNuJ,,,True,False
EQD1yUNRCPZtPcWmU9x6ta4YR_wC4A9SB_xkxSLlsVbuo75P,,,True,False
EQD_Pe_Qee1YzXyECJtDWJE1EBR5-6HFusHyVHM5Wxj2yqIp,,,True,False
EQBlkyhysZxVwdt4FPMeMJasjj_YG5ge8euVkQphpPvrAW7q,,,True,False
EQBAepx_TMu_AljUTZqtx-kqC9BoJDoomlvUuxsXZGTmDjMi,,,True,True
EQDgFMfe2focyd66vAcpv6q5SUfFF6h5awDEhLKe0hmMUE_B,,,True,False
EQAgChAtwYTqYdfQOTzkq_oMCvDdsixWPnWmyXgaTrT_uVb2,,,True,False
EQBKJnX-DJ3gyt9ylAgHE4-jpjdTcB54yynLYdXXbkA8vVeV,,,True,False
EQCUBlCwsl6_TeNsAdgfD0ZXvbwFChF0VhXICG9e5oq30qwR,,,True,False
EQAwOzEyQcVYAUt1pLyXJRaQsiOV4UfdaeXPAuxuhuW5wcK2,,,True,False
EQDRCNDBgG-HCrE9PD-5qyTxvKkPMe_cIbEfODWAGjvBLZfx,,,True,True
EQAuco5ZEPgB19fSTo7EmtLTJysrKxbu6M_XOFDwWQiNjCsQ,DOGWIFHOOD,WIF,True,True
EQCDvBZXDKD0cbkRKxSvYnQRYAXdh1SeUn9acm2v_m-jifU5,,,True,False
EQDOm6-1_Xk3G_KKQoQsqDXf2mrftUaV5MPUYvBBP-Y9BEr8,,,True,False
EQALVAu7gIO0IowWaMaVc0W8ouIDMuGmBHpA7L86UEm0yBTF,,,True,False
EQCAZaeHic0ax2J5lZKi5-s12y795frgatmH_1wiLHaaQ1k3,,,True,False
EQD-dMPuZqZKKaQhkKTTd0Ule9rCLRrmkaym6y5z5Tu1qFgZ,,,True,False
EQB3BZ69feVd7xEXeS2x-HwQhzGAh7Hg6h1eAm4ryA4BLvLf,,,True,False
EQBCR_SLctFtf66flaWC1HKnOl6hKGKcJ54Ln8wZzzh8lWVi,,,True,False
EQArmE6CVUgYdPvzq7HApFyhQu6nLIQ_KB0-LAFOFPvucdHL,,,True,False
EQDEpHxE8kU5PHs7-mvOGutHuFhlnXEluHBNETme4q3Gixpc,,,True,False
EQDh5sQLAOV2ZKm1Wx8zaMlE972Ql_EHwE1ry2NDH_mVSuU2,,,True,False
EQCjRGyuGguBmlWoTAXZP8-it8Sl_uFZ_3PWmGktjhcRjW_S,,,True,False
EQBB7RWO0qzo6JhikXLjmKJc81IS4JR0cyc5bPAL_h0GGmxW,,,True,True
EQBErNFdNkVAcbaJL5CShFqPmivRYl8XX8jKamUak-qVKI3_,,,True,True
EQBHyPjy1Q1oPtLYu8sIqf9uPBrJtT17ulIQ8KQY86Y8bh3G,,,True,True
EQDpXMUFgEoPuhfsfNeIyX_NnGhQTseNCro2yK131F8xWa5D,,,True,False
EQBTtCUcyLxeWjT_FgJsCscqxyJL0wiiS_7dPWT7EIV7hCFy,,,True,False
EQDsX3RaMA4Dg99pZLQOLJt1x3yoT3hrwNguiW6VEPNaWDqV,,,True,False
EQC1JO2wdKjp1fESl6PIIGxaFxTlNj2ewm5Y1DMhvwRh67xF,,,True,True
EQBB-EMREJkIHVYG5DPiklOhWPcsCaxjL9HKmgRvuGtz_1lu,Nobby Game,SOX,True,True
EQCFi0GZ3sj0yjJ861ggZt-UQTv0z6yot26LI_JGW6Kj_2j7,,,True,True
EQAw4GjjdwppI04T97PXpl4PNY7Ne-M-iKDkTJ7UeUtYH6ir,,,True,False
EQBTSoqCJ74trP0JFuiIrz1i9CpgXdGFjwF5ft3KLVHm_0pB,,,True,False
EQCIp0siZv3mPuIKhsmHJ6UVYuBokj0EnT248upeNEf-Ln6t,,,True,True
EQA0En54XZj04YpBaZEMnQ3xBMTJIJMlaa9PNo0UExJzO6Xy,,,True,False
EQCqW61MIMq--uLCbtI3-FJHJlPG3V5w_TDEDacJ6jAs6GFK,,,True,False
EQBGuSuth96ESEOZfp793XXblNW14c29vIBBBN5tpMwQZwF6,,,True,False
EQD9jAC8dvLvs9AhEvbyPafeQCp8Fg4ESbaHX5sXxMiMgYoA,,,True,False
EQBBr_gzeiH_2HQGcWtwtCKI2l_M9UPjZDSxwjMdeKpzUz-X,,,True,False
EQB354qfk1ykBk2TIzVY3eOM_eWycaCgxcviwqn-rszQdnGf,,,True,False
EQAMTsfGkiwtFTfuAbTel0UQIegT4m8vum9NoNAeVBshE9Ue,,,True,False
EQCb4jLt5KIR9pab0E-Yhn16_N-AXNVGYwtEuK8cT477XS0e,,,True,False
EQDqqaYOf3I4T8rUquk2C3MTXCzTIpkH6lbBBCyItNC5JjNJ,,,True,False
EQAFzBYJoH2_aEqkHNRRst1vQ10rsF62TtitmT41VOS3qpXI,,,True,True
EQCtjpB2JXJW4Dc7YKWkKA3NWr0NAnZsfQ57xR9P7CCLm4Yc,,,True,False
EQDLX-5wjPVilCqQRqQAvqoNxsSGuw5Wse6nMJbS3KjdcaNK,,,True,True
EQCYUknBH-oYCbgbGQeeH_dEZjwVfzIs60hM9swhxab0dnU4,,,True,True
EQAMpnAaexnIp_MtuYD3JPYAkTS9ZnfAaw2uENJUGaQQSAA5,,,True,False
EQC1A19pJEGdOlyahwYQ5oJt_0aPfy0J87zQY1sf0NtHop6J,,,True,False
EQC_Vn2g34xQwRBv50lapIlCPR_SytESPr4gkrPIdh3Aa418,,,True,False
EQA2v7lD7nmgtI9cFUWG7418EsfvkTTe4WFLOSB_ewDy_t65,,,True,False
EQBXwpRD6hIQbfQYLH94hwIZJ8Zw2WdEbUYXkvejnAQkQzAZ,,,True,True
EQBuHGuUTzsuc8R0nbmK6OMWF0tEtAlF8BWGGsIX0Aw4yIVy,,,True,False
EQBYBEmhl60ItSxr-H37TZ_qO0vDrdJacbHdE7AeLMJMvGvd,,,True,False
EQC9UFQu7jaPffawIY4pHlF34RGXRi4RpCYKbVZcUhRnxT4x,,,True,False
EQDSto30prh6cd6p074TeSdiHYHG2fecMVpDWyolEfpmmnoO,,,True,False
EQCJy8E2A7lUsP4UGUMXvZq1ly_zPSxTltNOw22kJAoO42n7,,,True,True
EQDd8YNZgk-Tg6dWfWjdbPqpLwvoUXnym4YpSk9aMmmxjk6S,,,True,False
EQA-pWVCR0VJHcX47JK0DCm22Awz7KxHCWBlG8WbAMCuGyZ7,,,True,True
EQD1qXMIau7IdyDM1lWhlEmj8bm5I5mVkB41F6mAQ7NOvGpm,,,True,True
EQBcGmFrqSB55dzSezeLxe-3S0Mt_GRh_dWSP6abY2ZSLvUH,,,True,True
EQB1FGcI3Je4nSrLgLFcHMAh79UPdDyCRp8hAA94rym4MlPT,,,True,False
EQCoLsXcB4kJBcs9e962lApDZsFxhAVyBFi3tpFlQMuJpNxU,,,True,False
EQBgO_zfwU4-PamlkYCbpadCZ5e-eLXCE6c7rMveQuDTfOIK,,,True,True
EQBJU0hoWwCpMXRNMVoScPExls8HHWkr9ZiLGgHLSeqtamCj,,,True,False
EQBqzF7RqiVACVD4FdU7Gyv_de1tf5uI_9Lk8tdBXKnKTxLy,,,True,True
EQCWrCdlLNz9u7Fw0RPRw8nljziQbI4tlUQwucaRzGNvDAo5,,,True,False
EQC11PyQI4ZhFgZZAD5q3XtjTubpHVDr6MmDuDsnusqtDFC4,,,True,False
EQD9fPqzZoJouI50IJZVxtHBBVgQKhPeNIuEzw89YvVjwFz0,,,True,False
EQDgPl0sU5YgE1E_V_WbBb3ITcYGLNN8zOyUYygBNrUEyEdS,,,True,False
EQDPV962bxjQS6DGEiXEZ4z2wtFfLSi3gxL1EDFkjJB3xhUt,,,True,True
EQDyPFit3OVDCnrNiaHxh_N3izdeLDbOWmEnEOxhpkrDdd5_,,,True,False
EQBtdwVYAiiVoPECdtG8nOvZR91TKfnDlv193W9d1-01xGIl,,,True,True
EQBp1nU4wRg1GRDRGPmrTVm2XU2bgJlFFzH5Td5UR-e6m48p,,,True,False
