source,target,label
0,1,-10.971913918001782
0,4,-45.55588710132466
0,5,-6.477150376770319
0,6,-25.254162046891373
0,7,-52.62981250511667
0,8,-9.577412687470018
0,9,-8.430452551665532
0,10,-9.66580891649378
0,11,-56.461207374881276
0,12,
0,15,-13.487914134718261
0,18,-9.884170519108435
0,19,-12.790644000683901
0,22,0.8124081497838894
0,23,-23.827349505000054
0,24,-18.603725103862992
0,27,-19.13695227113195
0,28,
0,29,-9.896332403909941
0,30,-3.35453276031929
0,31,-27.345178844450725
0,32,-9.682994583681683
0,33,-43.688238776785035
0,34,-22.37026472664245
0,35,-9.400879436282183
0,36,-8.679480099505446
0,37,-12.40892908168112
0,38,-48.00972274895839
0,39,-9.829722735086058
0,40,-9.842350343413807
0,41,-8.531381460516313
0,42,29.891570502840743
0,43,-29.769003657253776
0,44,-9.810571634741146
0,48,
0,49,-9.868822554774999
0,50,21.253221862343835
0,51,-9.73640193131829
0,52,-60.23022208857766
0,53,-5.7582232147267245
0,54,-9.823367240046235
0,55,9.968671125632264
0,58,-9.520403560393113
0,59,-9.513727595952437
0,60,-9.954196310386875
0,61,-21.883680156941185
0,62,-9.605479518061669
0,65,-9.961449694398196
0,66,-12.135491853878055
0,67,
0,69,-55.116108995139456
0,70,-9.965784284662087
0,71,-23.720212483668085
0,72,
0,73,-9.896332403909941
0,17,-4.334616578137168
0,74,-9.89026427702111
0,77,-7.141961637453341
0,78,-9.952741247186488
0,79,-8.861086905995395
0,80,-9.124121311829187
0,81,-9.388017285345136
0,84,4.53580554851974
0,85,-53.209743207251364
0,87,-25.334337863959185
0,88,-9.556506054671928
0,89,-22.26348775360425
0,90,-9.879583249612784
0,91,-9.828136484194108
0,92,-46.600863514945814
0,93,-57.76997636688382
0,94,-6.643856189774724
0,95,-8.896332403909941
0,96,-12.463622053139837
0,97,-9.965784284662087
0,98,-25.84396282523943
0,99,-9.946906274456397
0,100,12.875938681221548
0,101,-9.943979914343739
0,102,-10.352043425795433
0,103,-4.645583393838851
0,104,-15.087334379892605
0,105,-3.7746237202247306
0,106,0.021171040617781772
0,107,-9.955649907528374
0,108,-33.292210840387774
0,109,-48.16118290617953
0,113,-42.51598580692907
0,114,-9.51600227112284
0,115,-4.0160219067639344
0,116,
0,117,-1.3003803732285684
0,118,2.9965130697958933
0,119,-9.961449694398196
0,120,-4.215439660694681
0,121,-9.887220615468385
0,122,-9.965784284662087
