source,target,label
0,4398,18.925789113705253
0,4821,-29.933207747825648
0,2807,-28.127057979953875
0,3554,0.8248901400070341
0,4545,-4.105036705191628
0,2577,-6.9746261452512694
0,7531,10.286746838601362
0,1453,6.136387023864189
0,8752,-9.78953364497036
0,1375,-9.69522829149575
0,1701,-7.588273607633411
0,2995,-9.89026427702111
0,1186,-3.992490215714762
0,3800,16.38258523961437
0,3717,28.94464638566548
0,6878,6.798378644731748
0,1800,-9.445651400873768
0,2,-1.4183511780867253
0,4546,-12.220151795773994
0,676,-23.238874092971255
0,586,-35.2457879937815
0,2246,-10.116343961237469
0,7918,-0.8548781908258857
0,2190,-7.964127866442226
0,5935,
0,2790,5.638656431808959
0,112,-14.785601726793514
0,890,-5.303050084681673
0,1057,-9.967559766170293
0,2483,-12.071462362556623
0,10486,0.27356507332596336
0,718,-49.402094915873064
0,616,-9.598662892652085
0,9919,9.965784284662087
0,2434,-12.906280070605689
0,10180,-15.1641212734183
0,822,-23.253496664211536
0,7919,-12.108955495565278
0,8125,-22.61764132669892
0,1036,-10.588354614633978
0,10907,-54.65971422082683
0,1956,-9.79766152585376
0,6851,-17.536689638329577
0,11156,-2.902918784506102
2,3,8.536571016618876
2,47,-9.03342300153745
2,1338,-10.432541900388259
2,1485,-8.960001932068081
2,247,-2.250140060065105
2,174,9.55664636709577
2,1019,-9.385785229586219
2,14,-8.661778097771988
2,2246,-9.965784284662087
2,773,-9.965784284662087
2,1460,13.80624751853163
2,4336,-4.693398732760518
2,3342,-7.148052820964806
2,2513,-21.428088853326106
2,68,0.9389989278680752
2,484,9.581200581924957
2,197,-0.8311809357838569
2,513,0.33642766458247736
2,173,-0.1178229607027181
2,63,0.6925973745641208
2,75,
2,473,
2,172,-9.965784284662087
2,3513,
2,115,-1.6725168864393642
2,275,-9.074141462752506
2,345,
2,4498,9.96289600533726
2,0,1.4183511780867255
2,7190,-9.965784284662087
3,2,-8.536571016618876
3,217,
3,275,-8.971543553950772
3,343,
3,672,-9.379378367071261
3,467,-16.618270779580254
3,503,-9.965784284662087
3,924,
3,928,
3,16,-16.2575560828455
3,976,-20.44266192799534
3,345,
3,1006,
3,458,-15.860393272593473
3,1095,-18.468425654111023
3,1096,
3,484,10.239001757765582
3,1378,-14.487077655525779
3,210,-9.954196310386875
3,474,-9.965784284662087
3,1979,
3,190,
3,2357,-10.894059846274022
3,551,
3,328,-16.078463569066578
3,2440,
3,863,-10.071462362556623
3,800,-9.955649907528374
3,172,-21.10975925216344
3,3151,-7.965784284662087
3,1453,
3,1827,
3,1302,
3,1615,-9.878050912728536
3,4105,-10.562242424221072
3,309,-11.140190703191836
3,1894,-12.90450949816766
3,585,-0.8278875964604977
3,585,0.16397952864718562
3,985,-10.286557761607957
3,4398,-42.330589616114295
3,173,-9.987264012072538
3,174,0.7434588394033864
3,47,-9.978710459106358
3,115,-11.470334228271206
3,247,-10.992075645222403
3,4821,
3,1036,-10.099347810403193
3,5263,4.284590549200241
3,1407,
3,473,
3,1956,
3,1485,-16.574067520634205
3,3202,
3,615,-10.517669388133811
3,5876,
3,5898,-9.965784284662087
3,6188,-10.372865060112588
3,1420,-9.964340867792417
3,1833,-9.951284714966972
3,357,-10.060695931687555
3,1338,-9.92481250360578
3,6584,
3,3221,
3,277,-10.260919533662905
3,2434,-10.576160415681949
3,278,-10.023754353299417
3,6124,
3,246,-9.786269627648466
3,7216,-22.022202346508262
3,7223,
3,14,-15.683490758422982
3,68,-10.869901128815625
3,0,-7.396978169847207
3,4157,-9.965784284662087
3,7609,-7.14427341135904
3,513,-8.481785844023975
3,6932,9.965501375544425
3,346,-0.0
3,5584,-11.82097669262124
3,847,-11.220378327695228
3,8248,
3,75,0.0037350780771517435
3,75,0.26432145216296943
3,2517,
3,1930,-11.580756193021259
3,1657,
3,339,
3,1376,8.965784284662087
3,6136,-13.229870272287243
3,76,-8.554588851677638
3,329,-27.251469166219948
3,57,-10.163649676015824
3,1843,-9.965784284662087
3,1487,9.965784284662087
3,1069,-9.965784284662087
3,17,-11.901266574267902
3,1088,-9.965784284662087
3,430,1.5089521635957437
3,537,-18.768798156458526
3,1967,-20.79744665878314
3,4417,
3,26,
3,7190,-10.39231742277876
3,2377,-9.965784284662087
3,9331,-8.980139577639157
3,63,-7.132411741642464
3,2591,
3,1460,9.307717739016214
3,485,-12.303780748177102
3,3421,
3,197,-10.126944198433355
3,363,
3,529,-10.051208940914766
3,3900,
3,211,-9.06339508128851
3,4965,22.97873494428018
3,8918,
10,0,9.665808916493779
10,3491,-0.0002873705413283675
13,14,
13,672,
13,115,10.34068292775648
13,0,14.418886208679016
13,5832,-9.965784284662087
14,13,
14,115,4.736063627871814
14,379,-4.717856771218502
14,430,
14,458,-2.1559735560597164
14,211,-6.767129101052675
14,275,-3.766292265435718
14,0,8.311858312184658
14,328,
14,401,-8.787902559391432
14,1648,5.011389417255721
14,17,3.965724130795794
14,47,-4.257271425904944
14,1804,10.027905996569885
14,1812,
14,1512,-8.952741247186488
14,196,
14,21,-10.523071826940395
14,2176,
14,2,8.661778097771988
14,1930,3.514353233041103
14,1833,1.5864015981381285
14,68,5.1578194552761225
14,535,2.706090704766429
14,1460,
14,921,-11.696098170955864
14,1563,6.288481611794221
14,1730,
14,484,
14,64,-1.2314124261991226
14,759,
14,210,-9.967226258835993
14,615,-5.120027592541224
14,189,-4.795859283219775
14,628,
14,1747,
14,2044,-10.50084187955693
14,5747,-13.43396481428513
14,537,-10.677719641641009
14,1695,
14,513,6.620586410451877
14,1657,
14,6515,4.580297874395546
14,3905,-4.337905373961804
14,985,-29.89157274365148
14,3,15.683490758422982
14,26,
14,63,8.488767465577324
14,7564,
14,1510,
14,1979,
14,75,15.69722097094019
14,197,4.347052689042979
14,6525,-2.624686457797988
14,4293,5.365826338977771
14,916,-2.4810082682608345
14,585,10.694357887221452
14,5573,9.294918515034905
14,3289,
14,76,7.158429362604483
14,5757,-0.7790231421860059
14,6285,-4.0
14,1468,1.4637489137520756
14,2436,
14,551,-1.2691629854141215
14,485,-0.032869991361697014
14,174,16.388271302758756
14,847,4.030743071233806
14,1376,9.936637939002571
14,5881,
14,4863,
16,17,
16,379,-7.380821783940931
16,3,16.2575560828455
16,0,8.875783492845162
16,174,16.98687347526439
16,3111,
16,484,
17,16,
17,0,4.334616578137168
17,711,-14.140156029419627
17,1066,-0.10360304493899462
17,1073,-13.958723412259696
17,1233,
17,14,-3.965724130795794
17,174,12.4523189736153
17,197,
17,2536,-5.9396977930503505
17,1563,3.0483177260654437
17,1069,-7.870503855985174
17,473,4.32650779465816
17,3118,-6.965784284662087
17,374,-3.777163282757898
17,75,
17,3785,-6.405069330187608
17,585,
17,2517,-9.826548487290914
17,63,4.530332322046478
17,4038,-7.643856189774724
17,4163,
17,960,
17,1057,-5.59220839846719
17,277,
17,68,
17,286,1.308706264219076
17,2300,-2.245298651193144
17,3893,9.992938336165814
17,537,-9.894817763307943
17,278,
17,1800,-5.265044584082276
17,190,-2.7487873026270506
17,2539,
17,1174,
17,328,-32.73332941021084
17,8008,-4.967932963516216
17,5685,-5.599912842187128
17,1356,-6.117396258857467
17,484,9.965784284662087
17,3,11.901266574267902
17,377,0.07883668088307831
17,173,3.8252768300548667
17,6396,-4.343182756957712
17,89,-12.156399144871584
17,1207,-9.310336939774725
17,458,-4.172272786896517
17,8683,-0.0
17,318,-11.537218400538595
17,430,9.519636252843213
17,1485,-4.696673733015006
17,247,0.7304954927826661
17,1641,-21.34825337492587
20,21,21.311265759861893
20,68,40.86958997816586
20,0,39.55973740445003
20,196,1.1352615422926433
21,20,-21.311265759861893
21,14,10.523071826940395
21,0,-19.925787665218436
25,26,
25,68,
25,624,
25,0,23.620792133567058
25,4714,
25,174,
25,111,-4.0
25,1800,
26,25,
26,174,9.704634326246472
26,568,
26,0,1.5303592055767077
26,14,
26,115,
26,4714,-20.690901692418862
26,3,
46,0,1.505471907060474
46,374,-7.288481611794221
47,2,9.03342300153745
47,0,12.642409753958237
47,14,4.257271425904944
47,3,9.978710459106358
47,63,9.29232163280204
47,7190,-3.2252315007053864
47,585,9.3151495622563
56,57,16.97417929014589
56,0,32.18033911412144
56,1453,
57,56,-16.97417929014589
57,197,2.3162031070537323
57,63,3.9434164716336326
57,0,7.516367117975634
57,3197,-5.332816411030098
57,438,-10.060695931687555
57,3,10.163649676015824
63,64,
63,153,-5.263944910780954
63,286,
63,309,-11.388227974479905
63,377,-4.693486957499325
63,389,
63,482,
63,438,
63,631,-10.584818487344059
63,692,
63,718,
63,773,
63,698,-6.508576891911777
63,468,-5.92390134079308
63,1404,-10.59618975614441
63,197,-2.93103700937776
63,1485,-8.020146573111777
63,1641,-25.63838693603956
63,1843,-20.029654738815417
63,2046,
63,2110,
63,1225,
63,246,-inf
63,2377,-6.586543536540637
63,2386,-9.839203788096944
63,2483,-7.721099188707185
63,2790,
63,173,-0.8858524555229345
63,3532,
63,3547,-8.96289600533726
63,3208,
63,3600,
63,847,-4.480191459589166
63,57,-3.9434164716336326
63,17,-4.530332322046478
63,4008,
63,4116,
63,1233,1.0375527458828524
63,4231,
63,4274,
63,4307,
63,4370,
63,3899,-5.321928094887363
63,4520,
63,4524,
63,800,
63,585,
63,4726,
63,47,-9.29232163280204
63,269,-10.632995197142957
63,5009,
63,5084,-5.094760252058916
63,1407,
63,473,0.5280842999499821
63,275,-9.036173612553485
63,5592,
63,210,
63,5935,
63,5979,
63,345,
63,6101,
63,1800,-7.965784284662087
63,2440,
63,2555,-9.86418614465428
63,4293,3.3075728019102923
63,484,9.929258408636972
63,1453,
63,6807,
63,6851,
63,2,-0.6925973745641207
63,467,-11.901244032467376
63,916,-11.619153487807916
63,247,-3.147643554066306
63,7251,
63,189,
63,14,-8.488767465577324
63,5522,
63,277,-7.3118744302234395
63,6802,
63,4863,-6.50635266602479
63,967,-8.804131021183318
63,7683,
63,1019,-10.990534870118084
63,657,-1.152724260688704
63,1615,-10.036173612553485
63,211,-8.372865060112588
63,2539,-8.458064782873391
63,458,-8.69296753459116
63,5715,-3.508900294901597
63,8683,1.3327890875191293
63,8752,
63,2357,-2.7845149456994926
63,115,-2.3153554409638764
63,759,
63,7307,
63,1036,-6.20945336562895
63,485,-8.652773409994444
63,68,-3.6876030947098184
63,9113,
63,401,
63,174,7.966756874441954
63,9399,
63,172,-9.938109326219239
63,89,-22.479282436321338
63,2300,-6.764228544243639
63,76,-1.164188938112661
63,3895,-7.980547637333827
63,4670,
63,2261,-11.88324341229341
63,5791,
63,373,
63,0,-0.1953096654439106
63,535,
63,1581,-9.167418145831737
63,1460,16.520543054655878
63,3,7.132411741642464
63,9522,
63,515,-5.682375002379101
63,1657,
63,8905,-9.965784284662087
63,8248,
63,75,7.197321689536998
63,985,-9.965784284662087
63,10333,
63,7725,
63,328,-14.584262271227471
63,1356,
63,1621,
63,278,-57.226211688665664
63,537,-19.654916483217175
63,513,-0.7069756337896117
64,63,
64,457,
64,513,7.643856189774724
64,484,
64,174,17.507896858681885
64,14,1.2314124261991224
64,698,
64,247,4.316027493447678
64,7073,
64,246,
64,0,9.5306176126286
64,197,5.36737106564853
64,3289,
68,25,
68,337,
68,458,-4.967432190065923
68,697,-7.643856189774724
68,1142,-10.164781250902196
68,800,
68,1657,
68,211,-9.829839150816998
68,277,-5.946418959795156
68,20,-40.86958997816586
68,14,-5.1578194552761225
68,847,2.867711751740832
68,1485,-4.191034028036411
68,2911,
68,624,-8.59245703726808
68,624,-37.57192554997219
68,174,11.600551719895664
68,4714,
68,2584,-8.053097968384689
68,17,
68,2815,
68,2246,-9.965784284662087
68,2,-0.938998927868075
68,197,-4.493085642360123
68,0,3.464323244416466
68,3,10.869901128815625
68,7811,
68,196,-9.114609952566113
68,8155,
68,2710,
68,2357,1.5484961921950033
68,2434,-11.885663500913893
68,5776,-3.321928094887362
68,2702,-9.02453810854276
68,3342,-8.382263758114837
68,1006,
68,63,3.6876030947098184
68,6104,-9.552669097514272
68,210,-10.467605550082997
68,7427,
68,484,
68,247,-0.3528872236078473
68,9495,-21.466644315354813
68,173,-12.154082534279025
75,76,-8.369863225552372
75,320,-9.965784284662087
75,505,-3.2011196230459062
75,1019,-18.19179707232599
75,1283,-11.66237140564194
75,1872,-9.985841937003341
75,2094,-4.247927513443585
75,2577,-9.965784284662087
75,2705,
75,0,-7.4001809224361255
75,3472,-12.829264419922227
75,17,
75,3480,-6.80857791635262
75,3554,
75,247,-10.998405898117069
75,3123,
75,760,-10.252391069499213
75,1563,-8.653988079500452
75,1510,-35.46769627572687
